,regional_mobility,is_high_user,avg_consume_less_12_valid_month,reg_preference_for_trad,status,low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,repayment_capability,number_of_trans_from_2011,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,first_transaction_day_re,active_day
4614,2.0,0,8.0,0.0,0,0.05,0.95,1800.0,0.99,0.95,0.22699999999999998,15.0,17.0,66.0,10150.0,20.0,77140.0,113.0,1.0,2300.0,2110.0,1.0,1130.0,0.5,0.0,15.0,0.0,15.0,0.0,0.0,3.0,3.0,0.0,20.0,2.0,0.0,0.0,5210.0,0.0,84.0,539.0,69.0,14.0,5.0,6.0,17.0,4.0,10.0,11.0,480.0,73.0,51.0,45.0,1.0,20.0,3.0,17.0,0.0,0.0,17.0,47.0,18.0,0.0,0.0,355.0,2200.0,73.0,17.0,18.0,3600.0,1994.0,3400.0,79.0,3.0,3.0,6600.0,3400.0,20.0,705.0,20.0
4615,3.0,0,8.0,0.0,1,0.01,0.98,0.0,0.98,0.66,0.625,21.0,11.0,9.0,21250.0,21.0,578890.0,260.0,0.4,81180.0,14810.0,0.05,1320.0,0.45,7.0,11.0,7.0,11.0,0.0,5.0,9.0,9.0,621709.0,910.0,9.0,0.0,840.0,42680.0,0.0,83.0,515.0,75.0,16.0,11.0,4.0,22.0,3.0,13.0,18.0,458.0,76.0,114.0,91.0,17.0,33.0,11.0,22.0,5.0,12.0,49.0,108.0,73.0,4.0,2.0,359.0,2100.0,76.0,22.0,22.0,4000.0,1809.0,9500.0,78.0,11.0,13.0,18000.0,7209.0,9.0,1021.0,-1.0
4616,2.0,0,6.0,0.0,0,0.0,1.0,0.0,1.18,0.62,0.247,17.0,32.0,27.0,8320.0,18.0,123630.0,99.0,0.7,7320.0,180.0,0.65,1190.0,0.5,8.0,32.0,8.0,32.0,0.0,1.0,6.0,6.0,0.0,500.0,4.0,0.0,500.0,2960.0,0.0,83.0,529.0,84.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,495.0,75.0,26.0,22.0,3.0,8.0,3.0,5.0,0.0,0.0,1.0,27.0,12.0,0.0,0.0,352.0,2400.0,73.0,5.0,5.0,2700.0,2180.0,8200.0,81.0,3.0,3.0,14400.0,10600.0,258.0,923.0,176.0
4617,1.0,0,5.0,0.0,1,0.01,0.95,1500.0,0.98,0.68,0.536,26.0,18.0,11.0,30310.0,21.0,528980.0,214.0,0.6,97730.0,20070.0,0.1,1240.0,0.5,2.0,18.0,2.0,18.0,0.0,3.0,7.0,7.0,380.0,570.0,15.0,0.0,0.0,8940.0,0.0,106.0,516.0,73.0,25.0,17.0,6.0,37.0,16.0,27.0,31.0,478.0,74.0,86.0,74.0,5.0,29.0,8.0,21.0,0.0,1.0,26.0,85.0,28.0,0.0,0.0,344.0,1900.0,73.0,21.0,22.0,2600.0,1680.0,6600.0,80.0,8.0,8.0,15600.0,6512.0,5.0,1000.0,5.0
4618,3.0,0,4.0,0.0,1,0.04,0.96,0.0,1.41,0.48,0.10300000000000001,13.0,30.0,26.0,10710.0,25.0,20790.0,65.0,1.0,5090.0,660.0,1.0,1010.0,0.55,0.0,30.0,0.0,30.0,0.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,5050.0,0.0,116.0,535.0,70.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,467.0,71.0,19.0,11.0,5.0,6.0,4.0,2.0,0.0,5.0,11.0,14.0,92.0,0.0,5.0,321.0,2800.0,69.0,2.0,3.0,2800.0,2450.0,2400.0,77.0,4.0,5.0,3300.0,2400.0,23.0,1656.0,23.0
4619,4.0,0,5.0,0.0,1,0.0,1.0,0.0,3.6,0.33,0.24600000000000002,18.0,14.0,13.0,11100.0,26.0,62450.0,97.0,0.4,21740.0,460.0,0.1,690.0,0.65,8.0,14.0,8.0,14.0,0.0,2.0,2.0,3.0,609535.0,1150.0,3.0,0.0,0.0,5950.0,0.0,82.0,526.0,72.0,4.0,2.0,2.0,6.0,2.0,3.0,4.0,495.0,76.0,13.0,9.0,2.0,10.0,7.0,3.0,0.0,3.0,9.0,22.0,19.0,0.0,0.0,304.0,1100.0,73.0,3.0,3.0,2300.0,1333.0,6000.0,78.0,7.0,8.0,10800.0,5800.0,2.0,2490.0,2.0
4620,1.0,0,3.0,4.0,0,0.01,0.99,0.0,2.27,0.62,0.10300000000000001,4.0,30.0,43.0,11530.0,13.0,16790.0,38.0,1.0,2230.0,10.0,1.0,730.0,0.65,0.0,16.0,0.0,16.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,130.0,549.0,76.0,11.0,5.0,3.0,15.0,3.0,7.0,10.0,453.0,75.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,75.0,1.0,1.0,3000.0,3000.0,14.0,720.0,147.0
4621,4.0,0,7.0,0.0,1,0.03,0.97,1900.0,1.08,1.0,0.733,21.0,8.0,7.0,4390.0,20.0,489190.0,349.0,0.2,87880.0,7590.0,0.05,990.0,0.55,6.0,6.0,6.0,6.0,1.0,3.0,10.0,10.0,30.0,3320.0,7.0,0.0,7090.0,24180.0,0.0,82.0,530.0,78.0,12.0,8.0,4.0,22.0,4.0,17.0,18.0,479.0,77.0,90.0,61.0,7.0,28.0,10.0,18.0,6.0,12.0,46.0,90.0,74.0,5.0,2.0,358.0,2000.0,75.0,18.0,19.0,3500.0,2072.0,9200.0,79.0,10.0,13.0,25200.0,8790.0,19.0,653.0,5.0
4622,2.0,0,7.0,0.0,0,0.01,0.99,500.0,1.0,0.73,0.49700000000000005,18.0,30.0,18.0,22410.0,24.0,322960.0,226.0,0.7,44940.0,3550.0,0.3,1390.0,0.45,7.0,30.0,7.0,42.0,1.0,1.0,2.0,2.0,183769.0,560.0,18.0,0.0,0.0,22010.0,0.0,82.0,659.0,80.0,14.0,5.0,4.0,21.0,7.0,10.0,10.0,635.0,74.0,84.0,82.0,0.0,24.0,6.0,18.0,3.0,4.0,33.0,99.0,7.0,3.0,0.0,337.0,1900.0,71.0,18.0,19.0,4200.0,1783.0,12300.0,81.0,6.0,6.0,20400.0,12000.0,9.0,1040.0,9.0
4623,2.0,0,6.0,0.0,1,0.0,1.0,0.0,0.15,0.78,0.059000000000000004,6.0,98.0,72.0,11260.0,14.0,14250.0,21.0,0.6,3660.0,750.0,1.0,1180.0,0.5,0.0,66.0,0.0,66.0,0.0,1.0,3.0,3.0,0.0,1280.0,1.0,0.0,0.0,1200.0,0.0,93.0,624.0,76.0,6.0,5.0,1.0,6.0,0.0,3.0,5.0,580.0,77.0,12.0,10.0,0.0,9.0,4.0,5.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,299.0,1600.0,78.0,5.0,5.0,1900.0,1460.0,14200.0,76.0,4.0,4.0,22800.0,8800.0,45.0,603.0,45.0
4624,3.0,0,5.0,0.0,1,0.01,0.89,0.0,0.89,1.0,0.483,22.0,20.0,13.0,9030.0,24.0,297590.0,262.0,0.55,29870.0,4570.0,0.15,1270.0,0.5,11.0,20.0,11.0,20.0,0.0,6.0,6.0,6.0,53.0,710.0,4.0,0.0,170.0,20970.0,0.0,82.0,542.0,78.0,10.0,4.0,3.0,12.0,6.0,9.0,10.0,504.0,75.0,44.0,39.0,1.0,20.0,8.0,12.0,0.0,2.0,21.0,47.0,15.0,0.0,0.0,358.0,2800.0,72.0,12.0,13.0,5900.0,2008.0,9900.0,82.0,8.0,8.0,19200.0,7325.0,13.0,788.0,13.0
4625,4.0,0,8.0,1.0,0,0.0,0.74,5340.0,0.78,0.44,0.5720000000000001,24.0,22.0,21.0,18700.0,37.0,1281680.0,271.0,0.25,48040.0,78410.0,0.1,1200.0,0.5,8.0,18.0,8.0,18.0,0.0,4.0,5.0,5.0,0.0,2820.0,3.0,0.0,730.0,22790.0,0.0,82.0,554.0,73.0,10.0,6.0,2.0,13.0,3.0,8.0,11.0,489.0,77.0,30.0,27.0,1.0,11.0,6.0,5.0,2.0,2.0,16.0,43.0,4.0,4.0,0.0,357.0,1600.0,76.0,5.0,6.0,1700.0,1320.0,8800.0,78.0,6.0,7.0,9600.0,6950.0,12.0,2641.0,12.0
4626,3.0,0,8.0,1.0,0,0.01,0.91,2600.0,1.02,0.79,0.555,18.0,17.0,14.0,11120.0,23.0,444430.0,261.0,0.55,35500.0,8580.0,0.4,1590.0,0.45,1.0,17.0,1.0,17.0,0.0,2.0,9.0,9.0,10539.0,1220.0,5.0,0.0,0.0,18390.0,0.0,89.0,541.0,73.0,7.0,3.0,3.0,7.0,1.0,3.0,3.0,489.0,77.0,42.0,31.0,3.0,17.0,4.0,13.0,0.0,1.0,16.0,36.0,31.0,0.0,1.0,355.0,2500.0,75.0,13.0,14.0,4700.0,2169.0,12700.0,82.0,4.0,5.0,42000.0,14250.0,10.0,920.0,10.0
4627,2.0,0,7.0,0.0,0,0.0,0.85,2000.0,0.09,1.0,0.436,22.0,14.0,12.0,6690.0,19.0,248460.0,202.0,0.1,58330.0,29670.0,0.05,1590.0,0.45,6.0,12.0,6.0,12.0,1.0,1.0,4.0,7.0,1235.0,8780.0,6.0,0.0,870.0,7920.0,0.0,82.0,649.0,80.0,9.0,5.0,2.0,20.0,1.0,15.0,19.0,627.0,76.0,36.0,29.0,0.0,15.0,8.0,7.0,0.0,2.0,15.0,46.0,11.0,0.0,1.0,354.0,2300.0,75.0,7.0,7.0,4800.0,1942.0,9400.0,77.0,8.0,9.0,32400.0,10950.0,22.0,641.0,22.0
4628,3.0,0,7.0,0.0,0,0.01,0.84,600.0,1.77,1.0,0.397,18.0,140.0,22.0,12240.0,15.0,180070.0,156.0,0.25,63700.0,14330.0,0.05,1160.0,0.5,6.0,8.0,6.0,8.0,3.0,5.0,5.0,5.0,4060.0,2460.0,6.0,0.0,0.0,42560.0,0.0,82.0,542.0,72.0,12.0,7.0,5.0,15.0,3.0,5.0,9.0,482.0,77.0,43.0,26.0,3.0,18.0,6.0,12.0,1.0,2.0,31.0,41.0,50.0,0.0,5.0,248.0,2400.0,73.0,12.0,13.0,5900.0,1616.0,7500.0,82.0,6.0,7.0,16800.0,8200.0,10.0,518.0,10.0
4629,1.0,0,6.0,0.0,0,0.08,0.92,0.0,1.47,1.0,0.075,8.0,40.0,40.0,11480.0,12.0,13220.0,27.0,0.55,5860.0,460.0,0.4,500.0,0.5,17.0,22.0,17.0,22.0,0.0,1.0,2.0,2.0,0.0,1500.0,1.0,0.0,0.0,0.0,0.0,83.0,625.0,50.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,612.0,79.0,6.0,4.0,0.0,3.0,2.0,1.0,1.0,3.0,4.0,11.0,3.0,1.0,1.0,279.0,1200.0,70.0,1.0,1.0,1200.0,1200.0,3400.0,80.0,2.0,2.0,4800.0,3600.0,11.0,411.0,11.0
4630,3.0,0,6.0,0.0,1,0.01,0.97,1000.0,0.49,1.0,0.563,26.0,12.0,8.0,4870.0,18.0,319540.0,290.0,0.3,30170.0,19370.0,0.15,1320.0,0.45,6.0,11.0,6.0,11.0,0.0,1.0,2.0,3.0,85183.0,2250.0,5.0,0.0,460.0,16100.0,0.0,86.0,528.0,77.0,11.0,6.0,2.0,14.0,2.0,7.0,8.0,477.0,75.0,55.0,51.0,6.0,19.0,8.0,11.0,0.0,1.0,7.0,60.0,26.0,0.0,1.0,357.0,2200.0,73.0,11.0,12.0,4700.0,2072.0,12000.0,79.0,8.0,9.0,24000.0,9500.0,8.0,607.0,8.0
4631,3.0,0,7.0,1.0,1,0.05,0.95,0.0,1.03,0.32,0.16,16.0,26.0,78.0,10390.0,11.0,35070.0,49.0,0.75,3890.0,230.0,1.0,790.0,0.6,21.0,24.0,0.0,24.0,0.0,2.0,4.0,4.0,0.0,420.0,4.0,0.0,0.0,1580.0,0.0,84.0,530.0,77.0,8.0,4.0,4.0,8.0,0.0,2.0,3.0,493.0,72.0,19.0,13.0,4.0,6.0,1.0,5.0,0.0,2.0,9.0,15.0,13.0,0.0,0.0,345.0,1300.0,74.0,5.0,5.0,1600.0,1240.0,7200.0,78.0,1.0,1.0,7200.0,7200.0,43.0,1078.0,43.0
4632,1.0,0,7.0,1.0,0,0.0,0.4,8000.0,0.55,1.0,0.455,23.0,24.0,13.0,608510.0,22.0,605340.0,196.0,0.05,328570.0,92600.0,0.05,3240.0,0.35,4.0,12.0,4.0,12.0,4.0,5.0,5.0,5.0,13.0,30000.0,6.0,0.0,63240.0,299520.0,0.0,82.0,549.0,76.0,11.0,5.0,3.0,15.0,3.0,7.0,10.0,511.0,75.0,31.0,27.0,1.0,12.0,4.0,7.0,0.0,2.0,11.0,37.0,10.0,0.0,0.0,349.0,2100.0,74.0,7.0,8.0,3100.0,1810.0,7700.0,79.0,4.0,5.0,13800.0,7050.0,14.0,727.0,10.0
4633,2.0,0,7.0,0.0,0,0.0,1.0,400.0,3.05,0.96,0.322,16.0,30.0,17.0,17550.0,22.0,167790.0,135.0,0.45,31430.0,1690.0,0.65,1480.0,0.5,16.0,16.0,16.0,16.0,0.0,1.0,5.0,5.0,0.0,1930.0,4.0,0.0,1930.0,24720.0,0.0,86.0,653.0,74.0,27.0,14.0,8.0,40.0,21.0,27.0,32.0,636.0,77.0,54.0,54.0,1.0,19.0,8.0,11.0,2.0,7.0,28.0,66.0,5.0,3.0,0.0,348.0,2400.0,75.0,11.0,11.0,4900.0,1745.0,7900.0,79.0,8.0,8.0,13800.0,6137.0,2.0,747.0,2.0
4634,2.0,0,7.0,0.0,0,0.05,0.95,900.0,1.06,0.44,0.245,17.0,24.0,21.0,7870.0,19.0,62700.0,94.0,0.45,13250.0,800.0,0.4,690.0,0.65,9.0,24.0,9.0,24.0,0.0,1.0,1.0,1.0,762701.0,1510.0,3.0,0.0,0.0,5820.0,0.0,83.0,623.0,79.0,10.0,6.0,1.0,11.0,3.0,5.0,6.0,601.0,75.0,11.0,11.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,325.0,1500.0,73.0,4.0,4.0,2000.0,1225.0,7300.0,81.0,3.0,4.0,12600.0,7600.0,7.0,1370.0,7.0
4635,4.0,0,8.0,0.0,1,0.01,0.99,0.0,1.15,0.64,0.375,16.0,24.0,15.0,6610.0,25.0,157770.0,156.0,0.3,39690.0,3100.0,0.1,1020.0,0.55,8.0,8.0,8.0,8.0,0.0,2.0,4.0,4.0,426199.0,3460.0,5.0,0.0,130.0,6860.0,0.0,89.0,513.0,71.0,12.0,6.0,4.0,12.0,2.0,3.0,9.0,480.0,75.0,36.0,26.0,3.0,15.0,7.0,8.0,0.0,2.0,18.0,37.0,22.0,1.0,1.0,326.0,1800.0,72.0,8.0,8.0,2300.0,1612.0,6900.0,80.0,7.0,8.0,8400.0,6057.0,3.0,1233.0,3.0
4636,4.0,0,7.0,0.0,0,0.02,0.68,0.0,4.64,0.74,0.425,17.0,21.0,14.0,26470.0,35.0,363900.0,258.0,0.1,35300.0,3340.0,0.05,1360.0,0.45,3.0,18.0,3.0,18.0,0.0,4.0,4.0,4.0,19.0,7470.0,15.0,0.0,0.0,20920.0,0.0,82.0,646.0,73.0,17.0,10.0,4.0,30.0,10.0,23.0,24.0,618.0,76.0,47.0,46.0,0.0,16.0,5.0,11.0,2.0,6.0,9.0,69.0,5.0,4.0,2.0,354.0,2600.0,76.0,11.0,12.0,4900.0,2445.0,22700.0,75.0,5.0,5.0,31200.0,11360.0,10.0,1474.0,8.0
4637,2.0,0,6.0,1.0,1,0.09,0.84,100.0,1.05,0.65,0.41,20.0,14.0,12.0,17000.0,22.0,156730.0,152.0,0.6,39410.0,6200.0,0.15,580.0,0.65,0.0,12.0,0.0,12.0,3.0,2.0,6.0,6.0,360.0,1130.0,12.0,0.0,0.0,10660.0,0.0,107.0,537.0,80.0,32.0,6.0,13.0,43.0,15.0,16.0,23.0,486.0,72.0,48.0,35.0,4.0,13.0,5.0,8.0,0.0,0.0,19.0,43.0,30.0,0.0,0.0,331.0,1500.0,70.0,8.0,8.0,2300.0,1387.0,13700.0,82.0,5.0,5.0,16800.0,12480.0,14.0,1097.0,14.0
4638,1.0,0,9.0,4.0,0,0.02,0.98,10000.0,2.41,1.0,0.25,16.0,50.0,26.0,26920.0,16.0,140940.0,96.0,0.5,10100.0,14430.0,0.65,1230.0,0.5,13.0,21.0,13.0,21.0,0.0,0.0,2.0,2.0,0.0,2020.0,3.0,0.0,0.0,8220.0,0.0,82.0,619.0,79.0,6.0,2.0,3.0,7.0,1.0,2.0,5.0,592.0,79.0,6.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,79.0,2.0,2.0,20400.0,14100.0,24.0,528.0,24.0
4639,4.0,0,6.0,0.0,0,0.01,0.83,3600.0,0.65,0.34,0.47700000000000004,19.0,12.0,12.0,13760.0,29.0,335750.0,210.0,0.3,48690.0,11350.0,0.05,1540.0,0.45,8.0,10.0,8.0,10.0,1.0,4.0,5.0,5.0,50887.0,1580.0,8.0,0.0,1490.0,17690.0,0.0,83.0,647.0,75.0,12.0,5.0,7.0,14.0,1.0,8.0,9.0,613.0,74.0,37.0,34.0,0.0,16.0,6.0,10.0,0.0,1.0,15.0,37.0,7.0,0.0,0.0,353.0,2600.0,71.0,10.0,10.0,4900.0,2380.0,24000.0,81.0,6.0,6.0,44400.0,19116.0,25.0,2676.0,25.0
4640,2.0,0,4.0,0.0,1,0.03,0.7,5000.0,0.15,1.0,0.5379999999999999,18.0,10.0,14.0,67450.0,7.0,171130.0,113.0,0.5,34420.0,67790.0,0.15,1250.0,0.5,5.0,10.0,5.0,10.0,0.0,6.0,6.0,6.0,365643.0,1030.0,12.0,0.0,230.0,48610.0,0.0,91.0,508.0,75.0,22.0,12.0,3.0,33.0,16.0,17.0,28.0,485.0,74.0,47.0,28.0,10.0,12.0,6.0,6.0,5.0,16.0,29.0,48.0,159.0,0.0,32.0,317.0,3600.0,75.0,6.0,8.0,9600.0,2566.0,19400.0,74.0,6.0,7.0,90000.0,19133.0,9.0,264.0,3.0
4641,3.0,0,6.0,0.0,0,0.01,0.91,500.0,0.72,1.0,0.34700000000000003,18.0,22.0,19.0,870.0,17.0,97020.0,140.0,0.35,15920.0,13220.0,0.3,1540.0,0.35,20.0,20.0,20.0,20.0,0.0,4.0,4.0,4.0,0.0,2010.0,4.0,0.0,1990.0,11480.0,0.0,82.0,542.0,78.0,13.0,5.0,3.0,17.0,9.0,14.0,15.0,507.0,75.0,20.0,16.0,1.0,10.0,4.0,6.0,0.0,3.0,11.0,19.0,8.0,0.0,0.0,320.0,3500.0,70.0,6.0,8.0,4700.0,2466.0,7700.0,81.0,4.0,4.0,13200.0,8025.0,4.0,570.0,4.0
4642,2.0,0,9.0,0.0,0,0.02,0.78,1500.0,0.59,1.0,0.488,19.0,12.0,9.0,12580.0,26.0,292000.0,232.0,0.2,55520.0,4780.0,0.05,1070.0,0.5,6.0,6.0,6.0,6.0,3.0,5.0,12.0,12.0,4181.0,2050.0,7.0,0.0,930.0,24930.0,0.0,83.0,515.0,78.0,16.0,4.0,3.0,17.0,15.0,15.0,17.0,485.0,73.0,35.0,23.0,2.0,13.0,5.0,8.0,0.0,4.0,19.0,26.0,21.0,0.0,0.0,330.0,2000.0,71.0,8.0,8.0,2500.0,1750.0,13200.0,76.0,5.0,6.0,16800.0,9000.0,3.0,846.0,3.0
4643,3.0,0,7.0,1.0,0,0.04,0.91,1560.0,0.26,0.9,0.527,25.0,15.0,13.0,8070.0,38.0,151180.0,281.0,0.45,19420.0,5770.0,0.1,960.0,0.55,10.0,14.0,10.0,25.0,1.0,3.0,3.0,9.0,4326.0,1110.0,7.0,0.0,0.0,90.0,0.0,82.0,528.0,74.0,13.0,10.0,2.0,17.0,1.0,11.0,15.0,487.0,74.0,9.0,6.0,4.0,6.0,1.0,5.0,0.0,0.0,1.0,4.0,31.0,0.0,0.0,348.0,1100.0,73.0,5.0,5.0,1500.0,1040.0,8400.0,85.0,1.0,1.0,8400.0,8400.0,4.0,1328.0,4.0
4644,3.0,0,7.0,0.0,0,0.0,0.57,0.0,0.01,0.85,0.25,13.0,25.0,15.0,59790.0,40.0,749640.0,239.0,0.05,139480.0,21900.0,0.2,3330.0,0.3,8.0,19.0,8.0,19.0,0.0,0.0,1.0,1.0,41.0,40000.0,6.0,0.0,40000.0,132840.0,0.0,83.0,544.0,85.0,5.0,3.0,1.0,9.0,2.0,4.0,4.0,504.0,73.0,24.0,23.0,4.0,5.0,1.0,4.0,0.0,1.0,7.0,33.0,2.0,0.0,0.0,358.0,4700.0,72.0,4.0,4.0,5800.0,3175.0,16800.0,79.0,1.0,1.0,16800.0,16800.0,0.0,1483.0,0.0
4645,2.0,0,5.0,0.0,1,0.01,0.93,2000.0,0.01,1.0,0.563,30.0,12.0,12.0,13360.0,19.0,463090.0,292.0,1.0,28430.0,2740.0,1.0,1560.0,0.45,0.0,8.0,0.0,8.0,0.0,7.0,9.0,9.0,0.0,0.0,5.0,0.0,0.0,40570.0,0.0,114.0,540.0,71.0,14.0,4.0,3.0,14.0,7.0,7.0,11.0,481.0,77.0,55.0,33.0,9.0,19.0,5.0,14.0,3.0,11.0,27.0,37.0,90.0,0.0,7.0,348.0,2800.0,74.0,14.0,16.0,5000.0,2150.0,29000.0,83.0,5.0,6.0,31200.0,13460.0,14.0,658.0,6.0
4646,1.0,1,6.0,0.0,0,0.04,0.93,5000.0,1.12,1.0,0.708,40.0,9.0,8.0,42660.0,21.0,446030.0,391.0,0.2,60550.0,5320.0,0.05,750.0,0.6,3.0,5.0,4.0,6.0,1.0,3.0,5.0,5.0,11.0,3370.0,15.0,0.0,4030.0,22260.0,0.0,86.0,538.0,80.0,14.0,6.0,6.0,22.0,7.0,12.0,16.0,493.0,74.0,60.0,54.0,4.0,18.0,6.0,12.0,0.0,2.0,28.0,68.0,13.0,1.0,0.0,356.0,2100.0,73.0,12.0,12.0,2900.0,1658.0,3500.0,78.0,6.0,7.0,9600.0,3866.0,-2.0,702.0,-2.0
4647,2.0,0,7.0,0.0,0,0.04,0.96,0.0,5.91,0.95,0.21899999999999997,15.0,21.0,17.0,13160.0,19.0,88480.0,100.0,0.45,13740.0,370.0,0.15,880.0,0.6,7.0,17.0,7.0,17.0,0.0,1.0,3.0,4.0,0.0,720.0,6.0,0.0,1110.0,20430.0,0.0,82.0,654.0,84.0,3.0,3.0,0.0,4.0,0.0,3.0,3.0,635.0,76.0,18.0,18.0,0.0,7.0,3.0,4.0,3.0,4.0,10.0,22.0,0.0,4.0,0.0,295.0,2700.0,70.0,4.0,5.0,3500.0,1875.0,1400.0,80.0,3.0,5.0,1800.0,1333.0,29.0,662.0,2.0
4648,3.0,0,5.0,1.0,0,0.04,0.96,0.0,0.61,0.8,0.121,14.0,30.0,30.0,12230.0,12.0,20720.0,43.0,0.7,5490.0,40.0,0.3,430.0,0.75,9.0,22.0,9.0,22.0,0.0,0.0,1.0,2.0,0.0,380.0,8.0,0.0,380.0,3470.0,0.0,91.0,520.0,74.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,483.0,70.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,273.0,1600.0,70.0,2.0,2.0,1600.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,494.0,26.0
4649,3.0,0,8.0,0.0,0,0.0,0.52,0.0,2.47,0.53,0.184,14.0,80.0,44.0,19350.0,42.0,581790.0,175.0,0.7,32860.0,3090.0,0.4,3570.0,0.3,7.0,80.0,7.0,80.0,0.0,1.0,2.0,2.0,0.0,500.0,7.0,0.0,0.0,4000.0,0.0,87.0,621.0,82.0,6.0,4.0,2.0,7.0,1.0,4.0,7.0,606.0,80.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,3.0,3.0,4.0,0.0,2.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,8900.0,80.0,2.0,2.0,26400.0,14550.0,21.0,2462.0,21.0
4650,3.0,0,4.0,0.0,0,0.0,1.0,0.0,0.97,0.58,0.6,17.0,112.0,110.0,4990.0,15.0,246960.0,152.0,1.0,490.0,3750.0,1.0,1040.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,155.0,530.0,77.0,11.0,7.0,4.0,16.0,4.0,7.0,10.0,492.0,76.0,49.0,33.0,7.0,15.0,6.0,9.0,0.0,2.0,5.0,52.0,35.0,0.0,0.0,360.0,2000.0,74.0,9.0,10.0,2800.0,1844.0,7700.0,76.0,6.0,6.0,21600.0,8150.0,10.0,890.0,10.0
4651,4.0,0,8.0,0.0,0,0.02,0.98,2000.0,0.58,0.54,0.33799999999999997,17.0,19.0,11.0,8050.0,29.0,145140.0,161.0,0.4,40110.0,2460.0,0.15,1050.0,0.5,7.0,11.0,7.0,11.0,0.0,1.0,1.0,7.0,1142170.0,2100.0,6.0,0.0,2600.0,7510.0,0.0,88.0,524.0,80.0,8.0,7.0,1.0,11.0,0.0,5.0,8.0,490.0,75.0,30.0,27.0,2.0,16.0,7.0,9.0,0.0,1.0,18.0,34.0,4.0,0.0,0.0,334.0,2100.0,72.0,9.0,9.0,4900.0,1866.0,10200.0,75.0,7.0,7.0,18000.0,7342.0,47.0,1699.0,47.0
4652,3.0,0,9.0,1.0,0,0.03,0.97,0.0,0.55,0.53,0.163,15.0,36.0,31.0,13000.0,27.0,56760.0,82.0,0.5,12260.0,440.0,0.3,980.0,0.55,10.0,18.0,10.0,18.0,1.0,3.0,3.0,12.0,0.0,1830.0,2.0,0.0,0.0,21000.0,0.0,82.0,623.0,79.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,587.0,67.0,7.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,344.0,1600.0,67.0,4.0,4.0,2100.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1597.0,45.0
